,Generated_Message,Perfect_Message
25258,"['Prey', 'North', 'Prey', 'North', 'East']","['Prey', 'North', 'Prey', 'Center']"
25259,"['Prey', 'North']","['Prey', 'North']"
25260,"['Prey', 'North']","['Prey', 'North']"
25261,"['Prey', 'North']","['Prey', 'North']"
25262,"['Prey', 'North']","['Prey', 'North']"
25263,"['Prey', 'North']","['Prey', 'North']"
25264,[],[]
25265,[],[]
25266,[],[]
25267,[],[]
25268,"['Prey', 'West']","['Prey', 'West']"
25269,"['Prey', 'West']","['Prey', 'West']"
25270,[],[]
25271,[],[]
25272,[],[]
25273,"['Prey', 'West']","['Prey', 'West']"
25274,[],[]
25275,[],[]
25276,[],[]
25277,[],[]
25278,[],[]
25279,[],[]
25280,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25281,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25282,[],[]
25283,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25284,[],[]
25285,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25286,[],[]
25287,[],[]
25288,[],[]
25289,"['Prey', 'Center']","['Prey', 'Center']"
25290,[],[]
25291,[],[]
25292,[],[]
25293,"['Prey', 'West']","['Prey', 'West']"
25294,[],[]
25295,[],[]
25296,[],[]
25297,[],[]
25298,[],[]
25299,[],[]
25300,"['Prey', 'East']","['Prey', 'East']"
25301,"['Prey', 'East']","['Prey', 'East']"
25302,"['Prey', 'East']","['Prey', 'East']"
25303,[],[]
25304,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25305,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25306,[],[]
25307,[],[]
25308,[],[]
25309,"['Prey', 'West']","['Prey', 'West']"
25310,[],[]
25311,[],[]
25312,[],[]
25313,[],[]
25314,[],[]
25315,[],[]
25316,[],[]
25317,[],[]
25318,[],[]
25319,[],[]
25320,[],[]
25321,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25322,[],[]
25323,[],[]
25324,[],[]
25325,[],[]
25326,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25327,[],[]
25328,"['Prey', 'North']","['Prey', 'North']"
25329,"['Prey', 'North']","['Prey', 'North']"
25330,"['Prey', 'North']","['Prey', 'North']"
25331,"['Prey', 'North']","['Prey', 'North']"
25332,"['Prey', 'North']","['Prey', 'North']"
25333,"['Prey', 'North']","['Prey', 'North']"
25334,[],[]
25335,[],[]
25336,[],[]
25337,"['Prey', 'East']","['Prey', 'East']"
25338,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25339,[],[]
25340,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25341,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25342,[],[]
25343,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25344,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25345,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25346,[],[]
25347,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25348,[],[]
25349,[],[]
25350,[],[]
25351,[],[]
25352,"['Prey', 'North']","['Prey', 'North']"
25353,"['Prey', 'North']","['Prey', 'North']"
25354,"['Prey', 'North']","['Prey', 'North']"
25355,"['Prey', 'North']","['Prey', 'North']"
25356,[],[]
25357,[],[]
25358,[],[]
25359,[],[]
25360,[],[]
25361,[],[]
25362,[],[]
25363,[],[]
25364,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25365,[],[]
25366,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25367,[],[]
25368,[],[]
25369,[],[]
25370,[],[]
25371,[],[]
25372,"['Prey', 'Center']","['Prey', 'Center']"
25373,[],[]
25374,[],[]
25375,[],[]
25376,"['Prey', 'North', 'West', 'Prey', 'West']","['Prey', 'North', 'West', 'Prey', 'North', 'West']"
25377,[],[]
25378,[],[]
25379,[],[]
25380,[],[]
25381,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25382,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25383,[],[]
25384,"['Prey', 'East']","['Prey', 'East']"
25385,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25386,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25387,"['Prey', 'East']","['Prey', 'East']"
25388,"['Prey', 'West']","['Prey', 'West']"
25389,"['Prey', 'West']","['Prey', 'West']"
25390,[],[]
25391,[],[]
25392,[],[]
25393,"['Prey', 'Center']","['Prey', 'Center']"
25394,"['Prey', 'Center']","['Prey', 'Center']"
25395,[],[]
25396,[],[]
25397,"['Prey', 'South']","['Prey', 'South']"
25398,[],[]
25399,[],[]
25400,"['Prey', 'North', 'West', 'Prey', 'West']","['Prey', 'North', 'West', 'Prey', 'West']"
25401,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25402,[],[]
25403,[],[]
25404,[],[]
25405,[],[]
25406,[],[]
25407,[],[]
25408,"['Prey', 'North']","['Prey', 'North']"
25409,[],[]
25410,"['Prey', 'North']","['Prey', 'North']"
25411,[],[]
25412,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25413,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25414,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25415,[],[]
25416,[],[]
25417,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25418,[],[]
25419,[],[]
25420,"['Prey', 'Center']","['Prey', 'Center']"
25421,"['Prey', 'Center']","['Prey', 'Center']"
25422,"['Prey', 'Center']","['Prey', 'Center']"
25423,"['Prey', 'Center']","['Prey', 'Center']"
25424,"['Prey', 'Center']","['Prey', 'Center']"
25425,"['Prey', 'Center']","['Prey', 'Center']"
25426,[],[]
25427,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25428,[],[]
25429,[],[]
25430,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25431,[],[]
25432,[],[]
25433,[],[]
25434,[],[]
25435,[],[]
25436,"['Prey', 'North', 'East', 'Prey', 'East']","['Prey', 'East', 'Prey', 'East']"
25437,[],[]
25438,"['Prey', 'North', 'East', 'Prey', 'East']","['Prey', 'East', 'Prey', 'East']"
25439,"['Prey', 'East', 'Prey', 'East']","['Prey', 'East', 'Prey', 'East']"
25440,[],[]
25441,[],[]
25442,[],[]
25443,[],[]
25444,"['Prey', 'East']","['Prey', 'East']"
25445,"['Prey', 'East']","['Prey', 'East']"
25446,"['Prey', 'East']","['Prey', 'East']"
25447,[],[]
25448,[],[]
25449,"['Prey', 'Center']","['Prey', 'Center']"
25450,"['Prey', 'Center']","['Prey', 'Center']"
25451,[],[]
25452,"['Prey', 'North']","['Prey', 'North']"
25453,"['Prey', 'North']","['Prey', 'North']"
25454,"['Prey', 'North']","['Prey', 'North']"
25455,"['Prey', 'North']","['Prey', 'North']"
25456,"['Prey', 'North']","['Prey', 'North']"
25457,"['Prey', 'North']","['Prey', 'North']"
25458,"['Prey', 'North']","['Prey', 'North']"
25459,"['Prey', 'North']","['Prey', 'North']"
25460,[],[]
25461,[],[]
25462,[],[]
25463,[],[]
25464,[],[]
25465,[],[]
25466,[],[]
25467,[],[]
25468,"['Prey', 'Center']","['Prey', 'Center']"
25469,"['Prey', 'Center']","['Prey', 'Center']"
25470,[],[]
25471,"['Prey', 'Center']","['Prey', 'Center']"
25472,"['Prey', 'West']","['Prey', 'West']"
25473,"['Prey', 'West']","['Prey', 'West']"
25474,[],[]
25475,[],[]
25476,[],[]
25477,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25478,[],[]
25479,[],[]
25480,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25481,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25482,[],[]
25483,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25484,[],[]
25485,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25486,[],[]
25487,[],[]
25488,[],[]
25489,"['Prey', 'Center']","['Prey', 'Center']"
25490,"['Prey', 'Center']","['Prey', 'Center']"
25491,[],[]
25492,[],[]
25493,"['Prey', 'West']","['Prey', 'West']"
25494,[],[]
25495,[],[]
25496,[],[]
25497,[],[]
25498,[],[]
25499,[],[]
25500,"['Prey', 'East']","['Prey', 'East']"
25501,"['Prey', 'East']","['Prey', 'East']"
25502,"['Prey', 'East']","['Prey', 'East']"
25503,[],[]
25504,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25505,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25506,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25507,[],[]
25508,"['Prey', 'West']","['Prey', 'West']"
25509,[],[]
25510,[],[]
25511,[],[]
25512,[],[]
25513,[],[]
25514,[],[]
25515,[],[]
25516,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25517,[],[]
25518,[],[]
25519,[],[]
25520,[],[]
25521,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25522,[],[]
25523,[],[]
25524,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25525,[],[]
25526,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25527,[],[]
25528,"['Prey', 'North']","['Prey', 'North']"
25529,"['Prey', 'North']","['Prey', 'North']"
25530,"['Prey', 'North']","['Prey', 'North']"
25531,"['Prey', 'North']","['Prey', 'North']"
25532,[],[]
25533,"['Prey', 'North']","['Prey', 'North']"
25534,"['Prey', 'North']","['Prey', 'North']"
25535,"['Prey', 'North']","['Prey', 'North']"
25536,[],[]
25537,"['Prey', 'East']","['Prey', 'East']"
25538,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25539,[],[]
25540,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25541,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25542,[],[]
25543,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25544,"['Prey', 'North']","['Prey', 'North']"
25545,"['Prey', 'North']","['Prey', 'North']"
25546,"['Prey', 'North']","['Prey', 'North']"
25547,"['Prey', 'North']","['Prey', 'North']"
25548,[],[]
25549,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25550,[],[]
25551,[],[]
25552,[],[]
25553,[],[]
25554,[],[]
25555,[],[]
25556,[],[]
25557,[],[]
25558,[],[]
25559,[],[]
25560,[],[]
25561,[],[]
25562,[],[]
25563,[],[]
25564,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25565,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25566,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25567,[],[]
25568,[],[]
25569,[],[]
25570,[],[]
25571,[],[]
25572,"['Prey', 'Center']","['Prey', 'Center']"
25573,"['Prey', 'Center']","['Prey', 'Center']"
25574,"['Prey', 'Center']","['Prey', 'Center']"
25575,[],[]
25576,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25577,[],[]
25578,[],[]
25579,[],[]
25580,[],[]
25581,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25582,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25583,[],[]
25584,[],[]
25585,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25586,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25587,[],[]
25588,"['Prey', 'West']","['Prey', 'West']"
25589,"['Prey', 'West']","['Prey', 'West']"
25590,[],[]
25591,[],[]
25592,[],[]
25593,"['Prey', 'Center']","['Prey', 'Center']"
25594,[],[]
25595,[],[]
25596,[],[]
25597,"['Prey', 'South']","['Prey', 'South']"
25598,[],[]
25599,[],[]
25600,"['Prey', 'North', 'West']","['Prey', 'North', 'West', 'Prey', 'West']"
25601,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25602,[],[]
25603,[],[]
25604,[],[]
25605,[],[]
25606,[],[]
25607,[],[]
25608,"['Prey', 'North']","['Prey', 'North']"
25609,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25610,"['Prey', 'North']","['Prey', 'North']"
25611,"['Prey', 'North']","['Prey', 'North']"
25612,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25613,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25614,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25615,[],[]
25616,[],[]
25617,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25618,[],[]
25619,[],[]
25620,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25621,"['Prey', 'South']","['Prey', 'South']"
25622,[],[]
25623,[],[]
25624,"['Prey', 'Center']","['Prey', 'Center']"
25625,[],[]
25626,[],[]
25627,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25628,[],[]
25629,[],[]
25630,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25631,[],[]
25632,[],[]
25633,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25634,[],[]
25635,[],[]
25636,"['Prey', 'North', 'East', 'Prey', 'East']","['Prey', 'East', 'Prey', 'East']"
25637,[],[]
25638,"['Prey', 'North', 'East', 'Prey', 'East']","['Prey', 'East', 'Prey', 'East']"
25639,"['Prey', 'East', 'Prey', 'East']","['Prey', 'East', 'Prey', 'East']"
25640,[],[]
25641,[],[]
25642,[],[]
25643,[],[]
25644,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25645,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25646,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25647,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25648,[],[]
25649,"['Prey', 'Center']","['Prey', 'Center']"
25650,"['Prey', 'Center']","['Prey', 'Center']"
25651,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25652,[],[]
25653,"['Prey', 'North']","['Prey', 'North']"
25654,"['Prey', 'South']","['Prey', 'South']"
25655,"['Prey', 'North']","['Prey', 'North']"
25656,[],[]
25657,[],[]
25658,"['Prey', 'Center']","['Prey', 'Center']"
25659,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25660,[],[]
25661,[],[]
25662,[],[]
25663,[],[]
25664,[],[]
25665,"['Prey', 'East']","['Prey', 'East']"
25666,"['Prey', 'East']","['Prey', 'East']"
25667,[],[]
25668,"['Prey', 'North']","['Prey', 'North']"
25669,[],[]
25670,[],[]
25671,"['Prey', 'North']","['Prey', 'North']"
25672,[],[]
25673,"['Prey', 'West']","['Prey', 'West']"
25674,[],[]
25675,[],[]
25676,[],[]
25677,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25678,[],[]
25679,[],[]
25680,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25681,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25682,[],[]
25683,[],[]
25684,[],[]
25685,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25686,[],[]
25687,[],[]
25688,"['Prey', 'Center']","['Prey', 'Center']"
25689,"['Prey', 'Center']","['Prey', 'Center']"
25690,"['Prey', 'Center']","['Prey', 'Center']"
25691,"['Prey', 'Center']","['Prey', 'Center']"
25692,"['Prey', 'North', 'West', 'Prey', 'West']","['Prey', 'North', 'West', 'Prey', 'West']"
25693,"['Prey', 'West']","['Prey', 'West']"
25694,[],[]
25695,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25696,[],[]
25697,[],[]
25698,[],[]
25699,[],[]
25700,"['Prey', 'East']","['Prey', 'East']"
25701,"['Prey', 'East']","['Prey', 'East']"
25702,[],[]
25703,[],[]
25704,[],[]
25705,[],[]
25706,[],[]
25707,[],[]
25708,[],[]
25709,"['Prey', 'West']","['Prey', 'West']"
25710,[],[]
25711,[],[]
25712,[],[]
25713,[],[]
25714,[],[]
25715,[],[]
25716,[],[]
25717,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25718,[],[]
25719,[],[]
25720,[],[]
25721,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25722,[],[]
25723,[],[]
25724,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25725,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25726,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25727,[],[]
25728,[],[]
25729,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25730,[],[]
25731,[],[]
25732,"['Prey', 'North']","['Prey', 'North']"
25733,"['Prey', 'North']","['Prey', 'North']"
25734,"['Prey', 'North']","['Prey', 'North']"
25735,"['Prey', 'North']","['Prey', 'North']"
25736,[],[]
25737,"['Prey', 'East', 'Prey', 'South', 'East']","['Prey', 'East', 'Prey', 'South', 'East']"
25738,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25739,[],[]
25740,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25741,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25742,[],[]
25743,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25744,"['Prey', 'North']","['Prey', 'North']"
25745,"['Prey', 'North']","['Prey', 'North']"
25746,"['Prey', 'North']","['Prey', 'North']"
25747,"['Prey', 'North']","['Prey', 'North']"
25748,[],[]
25749,[],[]
25750,[],[]
25751,[],[]
25752,[],[]
25753,[],[]
25754,[],[]
25755,[],[]
25756,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25757,[],[]
25758,[],[]
25759,[],[]
25760,[],[]
25761,[],[]
25762,[],[]
25763,[],[]
25764,[],[]
25765,[],[]
25766,[],[]
25767,"['Prey', 'West']","['Prey', 'West']"
25768,[],[]
25769,[],[]
25770,[],[]
25771,[],[]
25772,[],[]
25773,"['Prey', 'Center']","['Prey', 'Center']"
25774,"['Prey', 'Center']","['Prey', 'Center']"
25775,"['Prey', 'Center']","['Prey', 'Center']"
25776,[],[]
25777,[],[]
25778,[],[]
25779,[],[]
25780,[],[]
25781,[],[]
25782,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25783,[],[]
25784,"['Prey', 'North', 'Prey', 'East']","['Prey', 'North', 'Prey', 'Center']"
25785,[],[]
25786,"['Prey', 'Center']","['Prey', 'Center']"
25787,"['Prey', 'Center']","['Prey', 'Center']"
25788,"['Prey', 'West']","['Prey', 'West']"
25789,"['Prey', 'West']","['Prey', 'West']"
25790,[],[]
25791,[],[]
25792,[],[]
25793,"['Prey', 'Center']","['Prey', 'Center']"
25794,[],[]
25795,[],[]
25796,[],[]
25797,"['Prey', 'South']","['Prey', 'South']"
25798,[],[]
25799,[],[]
25800,"['Prey', 'North', 'West', 'Prey', 'North', 'West']","['Prey', 'North', 'West', 'Prey', 'West']"
25801,"['Prey', 'North', 'West', 'Prey', 'West']","['Prey', 'North', 'West', 'Prey', 'West']"
25802,[],[]
25803,"['Prey', 'North', 'West', 'Prey', 'West']","['Prey', 'North', 'West', 'Prey', 'West']"
25804,[],[]
25805,[],[]
25806,[],[]
25807,[],[]
25808,"['Prey', 'North']","['Prey', 'North']"
25809,"['Prey', 'South']","['Prey', 'South']"
25810,"['Prey', 'North']","['Prey', 'North']"
25811,"['Prey', 'North']","['Prey', 'North']"
25812,[],[]
25813,[],[]
25814,[],[]
25815,"['Prey', 'West']","['Prey', 'West']"
25816,[],[]
25817,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25818,[],[]
25819,[],[]
25820,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25821,"['Prey', 'South']","['Prey', 'South']"
25822,[],[]
25823,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25824,"['Prey', 'Center']","['Prey', 'Center']"
25825,"['Prey', 'Center']","['Prey', 'Center']"
25826,[],[]
25827,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25828,[],[]
25829,[],[]
25830,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25831,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25832,[],[]
25833,[],[]
25834,[],[]
25835,[],[]
25836,"['Prey', 'North', 'East', 'Prey', 'East']","['Prey', 'East', 'Prey', 'East']"
25837,[],[]
25838,"['Prey', 'North', 'East', 'Prey', 'East']","['Prey', 'East', 'Prey', 'East']"
25839,"['Prey', 'East', 'Prey', 'East']","['Prey', 'East', 'Prey', 'East']"
25840,[],[]
25841,[],[]
25842,[],[]
25843,[],[]
25844,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25845,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25846,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25847,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25848,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25849,"['Prey', 'Center']","['Prey', 'Center']"
25850,[],[]
25851,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25852,[],[]
25853,"['Prey', 'North']","['Prey', 'North']"
25854,[],[]
25855,"['Prey', 'North']","['Prey', 'North']"
25856,[],[]
25857,[],[]
25858,[],[]
25859,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25860,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25861,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25862,[],[]
25863,[],[]
25864,[],[]
25865,"['Prey', 'East']","['Prey', 'East']"
25866,[],[]
25867,[],[]
25868,"['Prey', 'North', 'West', 'Prey', 'North']","['Prey', 'North', 'West', 'Prey', 'North']"
25869,[],[]
25870,[],[]
25871,"['Prey', 'North']","['Prey', 'North']"
25872,[],[]
25873,[],[]
25874,[],[]
25875,[],[]
25876,[],[]
25877,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25878,[],[]
25879,[],[]
25880,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25881,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25882,[],[]
25883,[],[]
25884,[],[]
25885,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25886,[],[]
25887,[],[]
25888,"['Prey', 'Center']","['Prey', 'Center']"
25889,"['Prey', 'Center']","['Prey', 'Center']"
25890,"['Prey', 'Center']","['Prey', 'Center']"
25891,"['Prey', 'Center']","['Prey', 'Center']"
25892,"['Prey', 'Center']","['Prey', 'Center']"
25893,"['Prey', 'Center']","['Prey', 'Center']"
25894,[],[]
25895,[],[]
25896,[],[]
25897,[],[]
25898,[],[]
25899,[],[]
25900,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25901,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25902,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25903,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25904,[],[]
25905,[],[]
25906,[],[]
25907,[],[]
25908,"['Prey', 'West']","['Prey', 'West']"
25909,[],[]
25910,[],[]
25911,"['Prey', 'West']","['Prey', 'West']"
25912,[],[]
25913,[],[]
25914,[],[]
25915,[],[]
25916,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25917,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25918,[],[]
25919,[],[]
25920,[],[]
25921,[],[]
25922,[],[]
25923,[],[]
25924,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25925,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25926,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25927,[],[]
25928,[],[]
25929,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25930,[],[]
25931,[],[]
25932,"['Prey', 'North']","['Prey', 'North']"
25933,"['Prey', 'North']","['Prey', 'North']"
25934,"['Prey', 'North']","['Prey', 'North']"
25935,"['Prey', 'North']","['Prey', 'North']"
25936,"['Prey', 'East']","['Prey', 'East']"
25937,"['Prey', 'East', 'Prey', 'East']","['Prey', 'East', 'Prey', 'East']"
25938,[],[]
25939,"['Prey', 'East']","['Prey', 'East']"
25940,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25941,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25942,[],[]
25943,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25944,[],[]
25945,[],[]
25946,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
25947,"['Prey', 'North', 'East', 'Prey', 'Center']","['Prey', 'North', 'East', 'Prey', 'East']"
25948,[],[]
25949,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25950,[],[]
25951,[],[]
25952,[],[]
25953,[],[]
25954,[],[]
25955,[],[]
25956,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25957,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
25958,[],[]
25959,[],[]
25960,[],[]
25961,[],[]
25962,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25963,[],[]
25964,[],[]
25965,[],[]
25966,[],[]
25967,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
25968,[],[]
25969,[],[]
25970,[],[]
25971,[],[]
25972,[],[]
25973,"['Prey', 'Center']","['Prey', 'Center']"
25974,"['Prey', 'Center']","['Prey', 'Center']"
25975,"['Prey', 'Center']","['Prey', 'Center']"
25976,[],[]
25977,"['Prey', 'North', 'West', 'Prey', 'North', 'West']","['Prey', 'North', 'West', 'Prey', 'North', 'West']"
25978,[],[]
25979,[],[]
25980,[],[]
25981,"['Prey', 'South', 'East']","['Prey', 'South', 'East']"
25982,[],[]
25983,[],[]
25984,"['Prey', 'North', 'Prey', 'Center']","['Prey', 'North', 'Prey', 'Center']"
25985,[],[]
25986,"['Prey', 'Center']","['Prey', 'Center']"
25987,"['Prey', 'Center']","['Prey', 'Center']"
25988,[],[]
25989,"['Prey', 'West']","['Prey', 'West']"
25990,[],[]
25991,"['Prey', 'West']","['Prey', 'West']"
25992,"['Prey', 'Center']","['Prey', 'Center']"
25993,"['Prey', 'Center']","['Prey', 'Center']"
25994,"['Prey', 'Center']","['Prey', 'Center']"
25995,[],[]
25996,[],[]
25997,"['Prey', 'South']","['Prey', 'South']"
25998,[],[]
25999,[],[]
26000,"['Prey', 'North', 'West', 'Prey', 'North', 'West']","['Prey', 'North', 'West', 'Prey', 'West']"
26001,"['Prey', 'North', 'West', 'Prey', 'West']","['Prey', 'North', 'West', 'Prey', 'West']"
26002,[],[]
26003,"['Prey', 'North', 'West', 'Prey', 'West']","['Prey', 'North', 'West', 'Prey', 'West']"
26004,[],[]
26005,[],[]
26006,[],[]
26007,[],[]
26008,[],[]
26009,[],[]
26010,[],[]
26011,[],[]
26012,[],[]
26013,[],[]
26014,[],[]
26015,"['Prey', 'North', 'West']","['Prey', 'North', 'West']"
26016,[],[]
26017,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
26018,[],[]
26019,[],[]
26020,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
26021,[],[]
26022,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
26023,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
26024,"['Prey', 'Center']","['Prey', 'Center']"
26025,"['Prey', 'Center']","['Prey', 'Center']"
26026,[],[]
26027,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
26028,[],[]
26029,[],[]
26030,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
26031,"['Prey', 'North', 'East']","['Prey', 'North', 'East']"
26032,[],[]
26033,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
26034,[],[]
26035,[],[]
26036,"['Prey', 'North', 'East', 'Prey', 'East']","['Prey', 'East', 'Prey', 'East']"
26037,[],[]
26038,"['Prey', 'North', 'East', 'Prey', 'East']","['Prey', 'East', 'Prey', 'East']"
26039,"['Prey', 'East', 'Prey', 'East']","['Prey', 'East', 'Prey', 'East']"
26040,[],[]
26041,[],[]
26042,[],[]
26043,[],[]
26044,"['Prey', 'South', 'West']","['Prey', 'South', 'West']"
26045,[],[]
26046,"['Prey', 'Center', 'Prey', 'South']","['Prey', 'Center', 'Prey', 'South', 'West']"
26047,[],[]
